archivo,empresa,fecha,descripcion,cantidad,precio_unitario,precio_total, pagina, fecha, empresa, descripcion, cantidad, precio_unitario, precio_total,_norm_archivo,pagina,filename_png
Proforma 0169-2023.pdf,Blue Marlin Beach Club,25 / 04 / 2023,Vinil zona niños impreso a full color laminado mate Medida 1.775 x 2.345 mts No incluye instalación Decame ron,1.0,200.0,200.0,,,,,,,,,,
Proforma 0169-2023.pdf,Blue Marlin Beach Club,25 / 04 / 2023,Envío Lima – Hotel decameron punta sal,1.0,200.0,200.0,,,,,,,,,,
Proforma 0169-2023B.pdf,Blue Marlin Beach Club,25 / 04 / 2023,"Letreros fotoluminiscentes para sillas Unidades: 77 Especificaciones: Impresión a 4x0 tintas Vinil fotoluminiscente montado en una lámina de poliestireno tipo señalización El tamaño 30 x 15 cm sobre celtex de 3 mm. Con cinta de doble contacto 10 unidades en buen estado para forrado y colocación de pita. 39 unidades para colocación de vinil nuevo, forrado y colocación de pita. 28 unidades nuevos Decame ron",1.0,717.0,717.0,,,,,,,,,,
Proforma 0169-2023B.pdf,Blue Marlin Beach Club,25 / 04 / 2023,Vinil zona niños impreso a full color laminado mate Medida 1.775 x 2.345 mts No incluye instalación Decame ron,1.0,200.0,200.0,,,,,,,,,,
Proforma 017-2022.pdf,Teleperformance,14 / 01 / 2022,"Audífono bluetooth True Wireless Apple Airpods controles táctil, máx. 5 horas, blanco Apple",1.0,845.0,845.0,,,,,,,,,,
Proforma 017-2022.pdf,Teleperformance,14 / 01 / 2022,"Smartwatch Apple Watch Series 6 gps, resistente al agua, máx. 18 horas, modos deportivos, 40mm, azul Apple",1.0,2528.0,2528.0,,,,,,,,,,
Proforma 017-2022.pdf,Teleperformance,14 / 01 / 2022,AUDIFONOS REDRAGON LAMIA H320 7.1 RGB + SOPORTE Redragon,1.0,200.0,200.0,,,,,,,,,,
Proforma 017-2022.pdf,Teleperformance,14 / 01 / 2022,Freidora de Aire Oster 1.8L 1000W CKSTAF18D Oster,2.0,291.0,582.0,,,,,,,,,,
Proforma 017-2022.pdf,Teleperformance,14 / 01 / 2022,Cepillo de Limpieza Facial Beurer FC-48 Beurer,1.0,244.0,244.0,,,,,,,,,,
Proforma 017-2022.pdf,Teleperformance,14 / 01 / 2022,"Altavoz inteligente Amazon Echo Dot 4ta generación, control de voz con Alexa, negro Amazon",1.0,335.0,335.0,,,,,,,,,,
Proforma 017-2022.pdf,Teleperformance,14 / 01 / 2022,Parlante Mi Smart Speaker Xiaomi,2.0,250.0,500.0,,,,,,,,,,
Proforma 017-2022.pdf,Teleperformance,14 / 01 / 2022,"TELEVISOR LG LED/LCD 4K ULTRA HD 50"" SMART TV 50UP7750PSB (2021) LG",1.0,2380.0,2380.0,,,,,,,,,,
Proforma 017-2023.pdf,Siemens,11 / 01 / 2023,Alquiler de cancha la 11 7 vs 7,1.0,160.0,160.0,,,,,,,,,,
Proforma 017-2023.pdf,Siemens,11 / 01 / 2023,Fee tercerización,1.0,16.0,16.0,,,,,,,,,,
Proforma 0170-2021.pdf,Teleperformance,01 / 06 / 2021,Polo negro talla M con logo a 1 color Incluye entrega a domicilio Teleperfo rmance,1.0,29.0,29.0,,,,,,,,,,
Proforma 0170-2022.pdf,Siemens Energy,02 / 05 / 2022,Mascarillas 3 pliegues Presentación en bolsa de 50 unids.,1750.0,1.1,1925.0,,,,,,,,,,
Proforma 0171-2021.pdf,Blue Marlin Beach Club,01 / 06 / 2021,Arreglo de modulo Colocación de plancha de celtex 0.2 mm con parante metal a 2 caras con vinil a full color.Tamaño aproximado 40 cm x 100 cm. Cambio letras frontales en vinil troquelado. Colocación vinil en mica medida aproximada 35 x 40 cm Decamer on,1.0,525.0,525.0,,,,,,,,,,
Proforma 0172-2021.pdf,Teleperformance,02 / 06 / 2021,Consola playstation 5 con lector de discos ps5 + spiderman miles morales Sony,1.0,4900.0,4900.0,,,,,,,,,,
Proforma 0172-2021.pdf,Teleperformance,02 / 06 / 2021,Amazon alexa echo dot 3ra generación gris Amazon,1.0,260.0,260.0,,,,,,,,,,
Proforma 0172-2021.pdf,Teleperformance,02 / 06 / 2021,"Consola Nintendo Switch 1.1 Neon, Versión con Batería Extendida, Incluye dos controles Joy Con Neón Rojo y Azul Nintendo",1.0,1830.0,1830.0,,,,,,,,,,
Proforma 0172-2022.pdf,Siemens Energy,03 / 05 / 2022,"Cilindro asador mediano Cilindro multifuncional que sirve como asador u horno, fabricado con planchas nuevas de acero laminado en frío. Cuenta con mangos y asas de madera para un fácil manipuleo y traslado libre de riesgos. Especificaciones: • Material: Acero laminado en frío de espesor 0.6 mm • Diámetro: 48 cm • Altura: 73 cm • Peso: 12 kg • Capacidad de cocción: 6 - 7 pollos ó 12 kg de carne. Accesorios: • Colgador, cruceta y 8 ganchos de acero inoxidable. • Rejilla protectora. • Carbonera de fierro curada en aceite vegetal. • Asas y mangos de madera en el cuerpo. Meat Master",80.0,380.0,30400.0,,,,,,,,,,
Proforma 0172-2022.pdf,Siemens Energy,03 / 05 / 2022,Bolso deportivo gimnasio Porta zapatillas con logo a 1 color bordado Siemens,80.0,115.0,9200.0,,,,,,,,,,
Proforma 0172-2022.pdf,Siemens Energy,03 / 05 / 2022,"Tomatodo de acero  inoxidable con logo a 1 color impreso, con tapa y asa de plástico color negro y sorbete interior Capacidad: 720 ml. Medidas: Altura: 25.5 cm. Diámetro: 7 cm. Presentación del producto: Individual, en caja de cartón blanca Siemens",80.0,22.6,1808.0,,,,,,,,,,
Proforma 0172-2022.pdf,Siemens Energy,03 / 05 / 2022,Audifonos de vincha con logo a 1 color impreso. Presentación en caja cartón Siemens,80.0,23.5,1880.0,,,,,,,,,,
Proforma 0173-2021.pdf,Teleperformance,02 / 06 / 2021,Caja de cartón con logo a 1 color impreso. Medidas  25 x 25 x 4 Teleperfo rmance,25.0,4.0,100.0,,,,,,,,,,
Proforma 0173-2021.pdf,Teleperformance,02 / 06 / 2021,Caja de cartón con logo a 1 color impreso. 25 x 20 x 8 Amazon,25.0,5.0,125.0,,,,,,,,,,
Proforma 0173-2022.pdf,Siemens Energy,03 / 05 / 2022,"Set de Cubiertos Total 48 Piezas Cuchara, tenedor, cuchillo y cucharita. Material Acero Facusa",3.0,72.4,217.2,,,,,,,,,,
Proforma 0174-2021.pdf,Aces SRL,03 / 06 / 2021,Mug metálico con logo a 1 color impreso. Interior plástico. Capacidad 450 ml. Medidas 17 cm x 8 cm. Presentación caja cartón. Aces,35.0,6.8,238.0,,,,,,,,,,
Proforma 0174-2021.pdf,Aces SRL,03 / 06 / 2021,Parlante bluetooth con logo a 1 color impreso. conexión micro sd y bateria integradas. Radio FM. Material metal.Presentación en caja unitaria. Aces,35.0,28.8,1008.0,,,,,,,,,,
Proforma 0174-2022.pdf,Siemens,03 / 05 / 2022,Placas de aluminio grosor 1.2 mm Pintado en fondo blanco horneado con letras negras 24 diseños,24.0,21.5,516.0,,,,,,,,,,
Proforma 0174-2022B.pdf,Siemens,03 / 05 / 2022,Placas de aluminio grosor 1.2 mm Pintado en fondo blanco horneado con letras negras 24 diseños,24.0,28.5,684.0,,,,,,,,,,
Proforma 0175-2021.pdf,Siemens,07 / 06 / 2021,Lanyard sublimado a full color ancho 2cm.de acuerdo a diseño Siemens,250.0,5.8,1450.0,,,,,,,,,,
Proforma 0175-2021.pdf,Siemens,07 / 06 / 2021,Polos pique tallas variadas color morado Con logo bordado en color blanco Siemens,250.0,25.0,6250.0,,,,,,,,,,
Proforma 0175-2021.pdf,Siemens,07 / 06 / 2021,Mascarillas reutilizables ergonómicas Material externo drill Material interno algodón ( 100% algodón) Elástico plano 0.5 cm.Embolsado unitario Siemens,250.0,9.5,2375.0,,,,,,,,,,
Proforma 0175-2022.pdf,Tecniflo SAC,03 / 05 / 2022,Tomatodo de plástico material  plástico PVC con logo a 2 colores. Traslúcido y cuerpo ergonómico. Capacidad: 860 ml. Medidas: Altura: 26.5 cm. Diámetro: 7.5 cm. Cumbra,300.0,12.7,3810.0,,,,,,,,,,
Proforma 0175-2022.pdf,Tecniflo SAC,03 / 05 / 2022,"Libreta ecológica con logo a 2 colores Medidas: 15 x 10 cm. Descripción: Libreta ecológica que contiene 6 tacos post it de diferentes colores, 50 hojas blancas y un lapicero ecológico con logo a 2 colores. Colores: Natural, azul y rojo. Cumbra",200.0,6.45,1290.0,,,,,,,,,,
Proforma 0175-2022B.pdf,Tecniflo SAC,03 / 05 / 2022,Tomatodo de plástico material  plástico PVC con logo a 2 colores. Traslúcido y cuerpo ergonómico. Capacidad: 860 ml. Medidas: Altura: 26.5 cm. Diámetro: 7.5 cm. Cumbra,300.0,12.7,3810.0,,,,,,,,,,
Proforma 0175-2022B.pdf,Tecniflo SAC,03 / 05 / 2022,"Libreta ecológica con logo a 1 color Medidas: 15 x 10 cm. Descripción: Libreta ecológica que contiene 6 tacos post it de diferentes colores, 50 hojas blancas y un lapicero ecológico con logo a 1 color. Colores: Natural, azul y rojo. Cumbra",200.0,6.2,1240.0,,,,,,,,,,
Proforma 0176-2021.pdf,Teleperformance,07 / 06 / 2021,Caja de cartón con logo a 1 color impreso. Medidas  30 x 30 x 10 Teleperfo rmance,25.0,5.2,130.0,,,,,,,,,,
Proforma 0176-2021.pdf,Teleperformance,07 / 06 / 2021,Mug metálico. Interior plástico con logo a 1 color impreso. Capacidad 450 ml. Medidas 17 cm x 8 cm. Presentación caja cartón. Teleperfo rmance,25.0,7.9,197.5,,,,,,,,,,
Proforma 0176-2021.pdf,Teleperformance,07 / 06 / 2021,Tomatodo plástico con logo a 1 color impreso. Capacidad 700 ml. Medidas 25 cm. x 7.3 cm. Teleperfo rmance,25.0,9.6,240.0,,,,,,,,,,
Proforma 0176-2021.pdf,Teleperformance,07 / 06 / 2021,Vaso mug deportivo con logo a 1 color impreso.Material plástico. Capacidad 430 ml.Medidas 16 cm. x 7.5 cm. x 6 cm. Teleperfo rmance,25.0,7.8,195.0,,,,,,,,,,
Proforma 0176-2021.pdf,Teleperformance,07 / 06 / 2021,"Libreta con logo a 1 color Medidas: 9 x 14cm Cubierta de poliuretano de  80 hojas de papel crema con línea, banda elástica, marcador de cinta. Teleperfo rmance",25.0,8.1,202.5,,,,,,,,,,
Proforma 0176-2021.pdf,Teleperformance,07 / 06 / 2021,"Libreta con tapa de corcho con logo a 1 color. Medidas 14.7 cm x 21 cm Descripción: Cubierta de corcho, 80 hojas de papel crema con línea, banda elástica, marcador de cinta. Teleperfo rmance",25.0,11.7,292.5,,,,,,,,,,
Proforma 0176-2021B.pdf,Teleperformance,08 / 06 / 2021,Caja de cartón con logo a 1 color impreso. Medidas  30 x 30 x 10 Teleperfo rmance,25.0,5.1,127.5,,,,,,,,,,
Proforma 0176-2021B.pdf,Teleperformance,08 / 06 / 2021,Mug metálico. Interior plástico con logo a 1 color impreso. Capacidad 450 ml. Medidas 17 cm x 8 cm. Presentación caja cartón. Teleperfo rmance,25.0,7.9,192.5,,,,,,,,,,
Proforma 0176-2021B.pdf,Teleperformance,08 / 06 / 2021,"Libreta con logo a 1 color Medidas: 9 x 14cm Cubierta de poliuretano de  80 hojas de papel crema con línea, banda elástica, marcador de cinta. Teleperfo rmance",25.0,8.0,200.0,,,,,,,,,,
Proforma 0176-2021B.pdf,Teleperformance,08 / 06 / 2021,Tarjetas en papel couche 180gr Tamaño 10 cm x 10 cm. Impresión a full color tira Teleperfo rmance,25.0,1.5,37.5,,,,,,,,,,
Proforma 0176-2021C.pdf,Teleperformance,09 / 06 / 2021,Caja de cartón con logo a 1 color impreso. Medidas  30 x 30 x 10 Teleperfo rmance,28.0,5.1,142.8,,,,,,,,,,
Proforma 0176-2021C.pdf,Teleperformance,09 / 06 / 2021,Mug metálico. Interior plástico con logo a 1 color impreso. Capacidad 450 ml. Medidas 17 cm x 8 cm. Presentación caja cartón. Teleperfo rmance,28.0,7.9,221.2,,,,,,,,,,
Proforma 0176-2021C.pdf,Teleperformance,09 / 06 / 2021,"Libreta con logo a 1 color Medidas: 9 x 14cm Cubierta de poliuretano de  80 hojas de papel crema con línea, banda elástica, marcador de cinta. Teleperfo rmance",28.0,8.0,224.0,,,,,,,,,,
Proforma 0176-2021C.pdf,Teleperformance,09 / 06 / 2021,Tarjetas en papel couche 180gr Tamaño 10 cm x 10 cm. Impresión a full color tira. Teleperfo rmance,28.0,1.0,28.0,,,,,,,,,,
Proforma 0176-2021C.pdf,Teleperformance,09 / 06 / 2021,Chocolate hersheys x 41 gr Hershey’s,28.0,4.5,126.0,,,,,,,,,,
Proforma 0176-2022.pdf,Siemens Energy,03 / 05 / 2022,"Cilindro asador mediano Cilindro multifuncional que sirve como asador u horno, fabricado con planchas nuevas de acero laminado en frío. Cuenta con mangos y asas de madera para un fácil manipuleo y traslado libre de riesgos. Especificaciones: • Material: Acero laminado en frío de espesor 0.6 mm • Diámetro: 48 cm • Altura: 73 cm • Peso: 12 kg • Capacidad de cocción: 6 - 7 pollos ó 12 kg de carne. Accesorios: • Colgador, cruceta y 8 ganchos de acero inoxidable. • Rejilla protectora. • Carbonera de fierro curada en aceite vegetal. • Asas y mangos de madera en el cuerpo. Meat Master",80.0,380.0,30400.0,,,,,,,,,,
Proforma 0177-2021.pdf,Vital Inti,07 / 06 / 2021,"Tomatodo de plástico de material PP de acabado traslúcido con logo a 1 color impreso, con batidor de acero inoxidable. Capacidad: 600 ml. Medidas: Altura: 19 cm. Diámetro: 8.5 cm. Blanco sin stock* Vital Inti",25.0,9.7,242.5,,,,,,,,,,
Proforma 0177-2021.pdf,Vital Inti,07 / 06 / 2021,"Tomatodo de plástico de material PP de acabado traslúcido con logo a 1 color impreso, con batidor de acero inoxidable. Capacidad: 600 ml. Medidas: Altura: 19 cm. Diámetro: 8.5 cm. Blanco sin stock* Vital Inti",50.0,7.1,355.0,,,,,,,,,,
Proforma 0177-2022.pdf,Siemens Energy,03 / 05 / 2022,Bolso deportivo gimnasio Porta zapatillas con logo a 1 color bordado Siemens,80.0,115.0,9200.0,,,,,,,,,,
Proforma 0177-2022.pdf,Siemens Energy,03 / 05 / 2022,"Tomatodo de acero  inoxidable con logo a 1 color impreso, con tapa y asa de plástico color negro y sorbete interior Capacidad: 720 ml. Medidas: Altura: 25.5 cm. Diámetro: 7 cm. Presentación del producto: Individual, en caja de cartón blanca Siemens",80.0,22.6,1808.0,,,,,,,,,,
Proforma 0177-2022.pdf,Siemens Energy,03 / 05 / 2022,Audifonos de vincha con logo a 1 color impreso. Presentación en caja cartón Siemens,80.0,23.5,1880.0,,,,,,,,,,
Proforma 0177-2022.pdf,Siemens Energy,03 / 05 / 2022,"Toalla en tubo con logo en estuche Medidas: Largo: 16 cm. Diámetro: 6.5 cm. Colores de tapa de acuaerdo a la tolla: Azul, Rojo,Verde,Negro,Gris y Naranja. Material: Toalla Poliester , Envase Acrílico transpárente. Presentación del producto: Medidas de la toalla: Largo: 80 cm. Ancho: 30 cm. (Aprox.) Siemens",80.0,12.1,968.0,,,,,,,,,,
Proforma 0177-2022.pdf,Siemens Energy,03 / 05 / 2022,Camiseta oficial selección Perú Tallas Variadas Marath on,80.0,250.0,20000.0,,,,,,,,,,
Proforma 0178-2021.pdf,Teleperformance,09 / 06 / 2021,BOYA BY-MM1+ Micrófono de Escopeta de Condensador Supercardioide Boya,1.0,230.0,230.0,,,,,,,,,,
Proforma 0178-2021.pdf,Teleperformance,09 / 06 / 2021,"Estabilizador DJI Ronin SC 2 hasta 40cm + accesorios -DJI Ronin SC2 es un complejo gimbal profesional que logra la mejor estabilización del mercado con cámaras sin espejo. -1.2 kg de peso y Carga probada de 3 kg. Pantalla OLED de 1” -Baterías de carga rápida con una duración máx. de 14 h. Diseño plegable, cambio rápido a captura vertical. Algoritmo de estabilización Titan. -Compatible con cámaras réflex y sin espejo. DJI",1.0,3660.0,3660.0,,,,,,,,,,
Proforma 0178-2022.pdf,Teleperformance,03 / 05 / 2022,"Señalética EXIT derecha.  Medida 30cm x 20cm, fotoluminiscente, en celtex de 3mm impreso a un solo lado. Incluye instalación TP",50.0,8187.1,0.0,,,,,,,,,,
Proforma 0179-2021.pdf,Concar,09 / 06 / 2021,Cinta sublimada a full color. Ancho 2cm. con broche de seguridad Concar,2000.0,3.6,7200.0,,,,,,,,,,
Proforma 0179-2022.pdf,Tecniflo SAC,04 / 05 / 2022,"Libreta con post-it anillada con logo a 1 color impreso Medidas: 15 x 12.5 cm. Descripción: Contiene 45 hojas Aprox. en color amarillo. Contiene 5 post it en colores: anaranjado, fucsia, amarillo, verde y rosado, y 1 lapicero ecológico con logo a 1 color . Cumbra",200.0,7.1,1420.0,,,,,,,,,,
Proforma 0179-2022.pdf,Tecniflo SAC,04 / 05 / 2022,Libreta ecológica anillada con logo a 1 color Medidas: 14x 9 cm. Descripción: Libreta anillada de aprox. 50 hojas blancas rayadas; incluye 1 lapicero con logo a 1 color. Cumbra,200.0,4.95,990.0,,,,,,,,,,
Proforma 0179-2022.pdf,Tecniflo SAC,04 / 05 / 2022,"Libreta ecológica con logo a 1 color impreso Medidas: 18 x 15.2cm  2 mm cubierta. Descripción: Libreta anillada de aprox. 70 hojas blancas rayadas, 25 hojas de notas adhesivas y banderas, lapicero ecológico con logo a 1 color. Cumbra",200.0,9.7,1940.0,,,,,,,,,,
Proforma 018-2022.pdf,Teleperformance,14 / 01 / 2022,Consola PS4 Slim 1TB Sony Megapack 18 Incluye 3 juegos Sony,1.0,2540.0,0.0,,,,,,,,,,
Proforma 018-2022B.pdf,Teleperformance,20 / 01 / 2022,Consola PlayStation 5 con Lector de Discos + Juego SpiderMan Miles Morales Sony,1.0,4620.0,0.0,,,,,,,,,,
Proforma 018-2023.pdf,Survial,11 / 01 / 2023,Cinta sublimada a full color. Ancho 2cm. con broche de seguridad Concar,100.0,4.5,450.0,,,,,,,,,,
Proforma 018-2024.pdf,Blue Marlin Beach Club,12 / 01 / 2024,Reparación sencilla módulo de ventas Pintado de errores superficiales Aseguramiento de podio de ventas Colocación de jebes protectores Colocación de tope de puerta de mueble Trabajo nocturno Decame ron,1.0,520.0,520.0,,,,,,,,,,
Proforma 018-2024B.pdf,Blue Marlin Beach Club,16 / 01 / 2024,Reparación sencilla módulo de ventas Colocación de jebes protectores Colocación de tope de puerta de mueble Trabajo nocturno Decame ron,1.0,400.0,400.0,,,,,,,,,,
Proforma 0180-2021.pdf,Siemens,10 / 06 / 2021,Stickers autoadhesivos ploteados Medida 13.5 cm ancho x 2.1 cm alto Siemens,4.0,5.0,20.0,,,,,,,,,,
Proforma 0180-2022.pdf,Siemens,04 / 05 / 2022,Lapiceros plásticos color blanco con logo a 1 color impreso Siemens,500.0,0.9,450.0,,,,,,,,,,
Proforma 0180-2022.pdf,Siemens,04 / 05 / 2022,Libreta imantada con cubierta gruesa anillada con logo a 1 color impreso 70 hojas rayadas + set de post it + lapicero medidas: 18x15.5 cm Siemens,100.0,9.2,920.0,,,,,,,,,,
Proforma 0180-2022.pdf,Siemens,04 / 05 / 2022,Gorro blanco material drill con logo bordado a 1 color. Ajuste plástico Siemens,100.0,9.8,980.0,,,,,,,,,,
Proforma 0180-2022.pdf,Siemens,04 / 05 / 2022,Taza cónica con logo a full color Presentación en caja de cartón Siemens,100.0,9.9,990.0,,,,,,,,,,
Proforma 0181-2021.pdf,Siemens,10 / 06 / 2021,Bolsas transparentes con cierre hermético Zip medida 14’’ x 20 ‘’ con logo a 1 color impreso. SIEMEN S,400.0,1.9,760.0,,,,,,,,,,
Proforma 0181-2022.pdf,Blue Marlin Beach Club,04 / 05 / 2021,Canguro material impermeable con logo bordado a 1 color. Medida estándar 2 bolsillos Decame ron,2500.0,11.45,28625.0,,,,,,,,,,
Proforma 0181-2022.pdf,Blue Marlin Beach Club,04 / 05 / 2021,Viseras deportivas con ajuste de elástico posterior. Logo bordado a 1 color Decame ron,2500.0,10.3,25750.0,,,,,,,,,,
Proforma 0181-2022.pdf,Blue Marlin Beach Club,04 / 05 / 2021,"Toalla en tubo con logo a 1 color en estuche. Medidas: Largo: 16 cm. Diámetro: 6.5 cm. Colores de tapa de acuaerdo a la tolla: Azul, Rojo,Verde,Negro,Gris y Naranja. Material: Toalla Poliester , Envase Acrílico transpárente. Medidas de la toalla: Largo: 80 cm. Ancho: 30 cm. (Aprox.) Decame ron",2100.0,10.95,22995.0,,,,,,,,,,
Proforma 0182-2021.pdf,Mayo,10 / 06 / 2021,Banco Pichincha Kit -Pelota Nike amarilla #5 con logo banco pichincha estampado a 1 color Pichinch a,5.0,1500.0,1100.0,,,,,,,,,,
Proforma 0182-2021B.pdf,Mayo,14 / 06 / 2021,Banco Pichincha Kit -Pelota Nike amarilla #5 con logo banco pichincha estampado a 1 color Pichinch a,5.0,1310.0,910.0,,,,,,,,,,
Proforma 0182-2022.pdf,Unna,05 / 05 / 2022,Brochures 36 páginas impresas a full color en material couche 250 gr ( grueso ) Acabado brillo Tira y retira De acuerdo a modelo Norvial,5000.0,4.7,23500.0,,,,,,,,,,
Proforma 0182-2022B.pdf,Unna,06 / 05 / 2022,Brochures 36 páginas impresas a full color en material couche 250 gr ( grueso ) Acabado brillo Tira y retira De acuerdo a modelo Norvial,5000.0,4.4,22000.0,,,,,,,,,,
Proforma 0182-2023.pdf,Siemens,09 / 05 / 2023,"Malla electrosoldada galvanizada (50mm x 50mm) de cocada, alambre #10. Pintura electrostática alta calidad, resistente al paso del tiempo y humedad, no se oxidan.  Puerta inferior para retiro de botellas con cerrojo  Agujero central superior de diámetro 200mm.  Refuerzo con tubos de acero, en la base, cuello, tapa superior.Botella malla de metal 600LT Banner decorativo",1.0,1610.0,1610.0,,,,,,,,,,
Proforma 0183-2021.pdf,Universidad Peruana Unión,11 / 06 / 2021,Lanyards personalizados a full color Ancho 2cm. con gancho de metal Upeu,100.0,3.0,300.0,,,,,,,,,,
Proforma 0183-2022.pdf,Unna,05 / 05 / 2022,Talonario 100 hojas Formato bitácora control de fatiga una copia,1.0,280.0,280.0,,,,,,,,,,
Proforma 0183-2022.pdf,Unna,05 / 05 / 2022,Talonario 50 hojas Formato check list inspección de vehículos livianos autocopiativa 1 Unna,1.0,140.0,140.0,,,,,,,,,,
Proforma 0183-2022.pdf,Unna,05 / 05 / 2022,Talonario 50 hojas eFormato inspección de herramientas manuales copia autocopiativa 1 Unna,1.0,140.0,140.0,,,,,,,,,,
Proforma 0183-2022.pdf,Unna,05 / 05 / 2022,Talonario 50 hojas Formato verificación de calidad: reparación de concreto con y sin exposición de armadura copia autocopiativa 2 Unna,1.0,190.0,190.0,,,,,,,,,,
Proforma 0183-2022.pdf,Unna,05 / 05 / 2022,Talonario 50 hojas Formato recibo de caja copia autocopiativa 1 Unna,1.0,140.0,140.0,,,,,,,,,,
Proforma 0183-2022.pdf,Unna,05 / 05 / 2022,Talonario 50 hojas Formato vale de salida autocopiativa 2 medida de 22cmx16/2 Unna,1.0,310.0,310.0,,,,,,,,,,
Proforma 0184-2021.pdf,All Pride,14 / 06 / 2021,Lanyards personalizados a full color Ancho 2cm. con gancho de metal 4 diseños distintos All,100.0,3.5,350.0,,,,,,,,,,
Proforma 0184-2022.pdf,Teleperformance,05 / 05 / 2022,Boligrafo 060 negro faber castell Punta fina de 0.7 mm. Faber castell,100.0,1.55,155.0,,,,,,,,,,
Proforma 0184-2022.pdf,Teleperformance,05 / 05 / 2022,Resaltador 48 amarillo Faber Castell,55.0,3.9,214.5,,,,,,,,,,
Proforma 0184-2022.pdf,Teleperformance,05 / 05 / 2022,Post-it notas adhesivas 655 amarillo 76mm x 127mm x 100 und 3M,3.0,11.0,33.0,,,,,,,,,,
Proforma 0184-2022.pdf,Teleperformance,05 / 05 / 2022,Limpiatipos vinifan Vinifan,5.0,2.5,12.5,,,,,,,,,,
Proforma 0184-2022.pdf,Teleperformance,05 / 05 / 2022,Plumón 123 negro vinifan Vinifan,15.0,1.9,28.5,,,,,,,,,,
Proforma 0184-2022.pdf,Teleperformance,05 / 05 / 2022,Plumón 123 rojo vinifan Vinifan,15.0,1.9,28.5,,,,,,,,,,
Proforma 0184-2022.pdf,Teleperformance,05 / 05 / 2022,Mota para pizarra artesco Artesco,10.0,3.5,35.0,,,,,,,,,,
Proforma 0184-2022.pdf,Teleperformance,05 / 05 / 2022,Papel fotocopia millenium 80gr a-4 pqtx500 Millenium,3.0,21.5,64.5,,,,,,,,,,
Proforma 0184-2022.pdf,Teleperformance,05 / 05 / 2022,Toallitas Desinfectantes Lima Limón Lysol Pote 80 unid Lysol,3.0,45.1,135.3,,,,,,,,,,
Proforma 0184-2022.pdf,Teleperformance,05 / 05 / 2022,Papelografo plus blanco x 3 Presentación en paquete de 3 unidades. Medidas: 61 x 86 cm. Gramaje: 56 gr. Dragon,30.0,1.7,51.0,,,,,,,,,,
Proforma 0184-2022.pdf,Teleperformance,05 / 05 / 2022,Notas adhesivas 2x2'' neon x 50h 5 col Artesco,10.0,3.8,15.2,,,,,,,,,,
Proforma 0185-2021B.pdf,Siemens,14 / 06 / 2021,Mascarillas N95 3M Cajas por 20 unidades 3M,500.0,27.5,13750.0,,,,,,,,,,
Proforma 0185-2021B.pdf,Siemens,14 / 06 / 2021,Paquetes pañitos húmedos desinfectantes. C/U con 60 paños Familia,60.0,28.75,1725.0,,,,,,,,,,
Proforma 0185-2022.pdf,Teleperformance,05 / 05 / 2022,"TV Smart Xiaomi Mi TV P1 4K 43"" LED, Ultra HD, sistema android integrado, ELA4660LM Tamaño de pantalla (Pulgadas):43 "" Resolución de pantalla:3.840 x 2160 píxeles Nivel de definición:Ultra HD Tipo de pantalla:D-LED Wi-Fi:Sí Sistema de sonido:Dolby Audio™ and DTS-HD® support XIAOMI",2.0,1680.0,3360.0,,,,,,,,,,
Proforma 0185-2022.pdf,Teleperformance,05 / 05 / 2022,"Televisor SAMSUNG LED 65"" UHD 4K Smart TV UN65AU7000GXPE Samsung",2.0,2730.0,2730.0,,,,,,,,,,
Proforma 0185-2022B.pdf,Teleperformance,06 / 05 / 2022,"TV Smart Samsung 43"" pulgadas LED 4K UHD UN43AU7000GXPP Smart TV de 43"". Pantalla LED 4K Ultra HD. Sistema Operativo Tizen. Crystal Processor 4K. 3 entradas HDMI. 1 entrada ethernet. 1 puerto USB. Potencia parlantes 20 W. Samsung",2.0,1780.0,3560.0,,,,,,,,,,
Proforma 0185-2022B.pdf,Teleperformance,06 / 05 / 2022,"Televisor SAMSUNG LED 65"" UHD 4K Smart TV UN65AU7000GXPE Samsung",2.0,2730.0,2730.0,,,,,,,,,,
Proforma 0185-2023.pdf,Blue Marlin Beach Club,12 / 05 / 2023,Letreros fotoluminiscentes para sillas Unidades: 84 Especificaciones: Impresión a 4x0 tintas Material: Vinil fotoluminiscente impreso y laminado tamaño 30 x 15 cm Decame ron,84.0,5.0,420.0,,,,,,,,,,
Proforma 0185-2023B.pdf,Blue Marlin Beach Club,12 / 05 / 2023,Letreros fotoluminiscentes para sillas Unidades: 84 Especificaciones: Impresión a 4x0 tintas Material: Vinil fotoluminiscente impreso y laminado tamaño 30 x 15 cm Decame ron,500.0,3.8,1900.0,,,,,,,,,,
Proforma 0186-2021.pdf,Siemens,14 / 06 / 2021,Mascarillas N95 3M Cajas por 20 unidades 3M,500.0,29.5,14750.0,,,,,,,,,,
Proforma 0186-2021.pdf,Siemens,14 / 06 / 2021,Paquetes pañitos húmedos desinfectantes. C/U con 60 paños Familia,60.0,28.75,1725.0,,,,,,,,,,
Proforma 0187-2021.pdf,Aldeas Infantiles,14 / 06 / 2021,"Polos algodón 20/1 Color Turquesa Tallas: 4 Small, 4 Medium, 2 Large, 2 Extralarge Estampado a 1 color Aldeas infantiles",12.0,20.5,246.0,,,,,,,,,,
